X,Y,Z,Z_Dither,Bregma_AP,Bregma_DV,Bregma_ML,Mean_Int_Ch1,Mean_Int_Ch2,Mean_Int_Ch3,Mean_Int_Ch4,Hemisphere,ID,Acronym
260.0167,93.2753,119.4827,120.1753,2362.9337,-1861.8813,800.4175,24054.3276,1511.7241,0,0,Left,767,MOs5
260.0498,95.6255,119.3908,119.121,2365.2304,-1920.6386,801.2444,11827.1481,1399.7778,0,0,Left,767,MOs5
269.0451,96.8848,119.6411,118.7642,2358.9729,-1952.1204,1026.1287,14253.525,2169.45,0,0,Left,767,MOs5
200.0955,94.2285,122.529,122.0271,2286.7755,-1885.7133,-697.6118,9959.9062,1226.375,0,0,Right,1015,ACAd5
270.8929,93.0632,123.0666,124.4699,2273.334,-1856.579,1072.3224,15367.8,2103.16,0,0,Left,767,MOs5
198.2444,97.7017,122.3111,120.8294,2292.2231,-1972.5437,-743.8902,12920.3095,2393.381,0,0,Right,1015,ACAd5
184.4025,100.6395,121.6507,123.0418,2308.7322,-2045.9879,-1089.9376,11235.3333,1369.0333,0,0,Right,767,MOs5
258.0333,96.4965,122.5186,123.8382,2287.0357,-1942.413,750.8323,21453.6379,1024.6207,0,0,Left,767,MOs5
278.1099,96.8143,123.2309,124.5725,2269.2265,-1950.3564,1252.7469,9228.6,2007.9,0,0,Left,767,MOs5
268.9696,97.7038,122.788,124.0992,2280.3012,-1972.5942,1024.2391,14081.3333,1672.2619,0,0,Left,767,MOs5
261.9823,97.6326,122.5629,122.2544,2285.9284,-1970.8148,849.5571,11721.6562,981.4062,0,0,Left,767,MOs5
260.0299,98.8205,122.4686,122.0112,2288.2843,-2000.5113,800.7477,12790.3438,936.4375,0,0,Left,767,MOs5
264.9823,98.819,122.6021,121.9843,2284.9474,-2000.4738,924.5568,21777.2206,1230.9559,0,0,Left,767,MOs5
266.983,98.8425,122.6675,122.6869,2283.3128,-2001.0626,974.5754,17542.806,2281.8209,0,0,Left,767,MOs5
275.1248,100.2107,122.9346,121.7825,2276.6339,-2035.2686,1178.1208,18475.4898,1358.1224,0,0,Left,767,MOs5
258.0879,100.0219,122.3826,123.1942,2290.4344,-2030.5467,752.1981,10429.3333,672.3333,0,0,Left,1015,ACAd5
260.0713,101.1744,122.3787,122.8583,2290.5336,-2059.3609,801.7835,12136,618.3871,0,0,Left,1015,ACAd5
270.1182,103.5988,122.583,121.5533,2285.4241,-2119.9711,1052.9558,9929.35,903.1,0,0,Left,1021,MOs6a
272.1852,104.8178,122.6106,122.2452,2284.7342,-2150.4439,1104.6306,25249.8272,915.5679,0,0,Left,1021,MOs6a
274.1984,103.6944,122.7399,121.6592,2281.5014,-2122.3607,1154.9599,10435.5,884.25,0,0,Left,1021,MOs6a
279.4335,106.1843,122.8589,123.4438,2278.5271,-2184.6082,1285.8372,19677.8644,1070.678,0,0,Left,1021,MOs6a
285.7985,108.7077,123.0472,123.9629,2273.8201,-2247.6937,1444.9636,12592.9487,785.4872,0,0,Left,1021,MOs6a
261.8295,89.0764,126.1178,124.6329,2197.0544,-1756.9111,845.7369,18373.1373,2353.9412,0,0,Left,767,MOs5
263.8187,91.4186,126.0754,126.1448,2198.1154,-1815.4649,895.4686,12996.44,5617.04,0,0,Left,767,MOs5
255.0344,91.5889,125.9074,126.6394,2202.3149,-1819.7236,675.8604,11888.1818,1030.697,0,0,Left,767,MOs5
266.794,91.4424,126.1681,125.0942,2195.7969,-1816.059,969.8504,11997.5,2056.85,0,0,Left,767,MOs5
268.8088,92.652,126.1904,126.1356,2195.2398,-1846.3003,1020.2195,19406.5179,3191.1071,0,0,Left,767,MOs5
256.9887,93.8628,125.8366,125.9702,2204.0854,-1876.57,724.717,22175.8269,1085.6154,0,0,Left,1015,ACAd5
256.0307,95.0624,125.7764,126.0077,2205.5894,-1906.5604,700.7667,15326.617,791.4043,0,0,Left,1015,ACAd5
268.8483,94.9997,126.0923,125.2071,2197.6914,-1904.9923,1021.2078,29100.6774,1666.7581,0,0,Left,767,MOs5
266.8657,96.1409,125.9749,126.345,2200.6283,-1933.522,971.6417,22298.8772,1851.5965,0,0,Left,767,MOs5
269.8762,96.1943,126.0797,125.1338,2198.0086,-1934.8569,1046.9044,15756.4054,1995.7027,0,0,Left,767,MOs5
264.8726,96.122,125.9133,124.4454,2202.1664,-1933.0496,921.8149,17466.129,1304.2903,0,0,Left,767,MOs5
265.8677,96.1296,125.9432,124.9264,2201.4194,-1933.2407,946.693,20502.697,1165.7879,0,0,Left,767,MOs5
261.9217,97.2976,125.788,124.8222,2205.2998,-1962.4393,848.0421,14648.1212,1006.3636,0,0,Left,767,MOs5
196.4257,100.9233,125.3996,125.5208,2215.0108,-2053.0818,-789.3586,13805.7692,983.5641,0,0,Right,1015,ACAd5
269.8999,97.3674,126.03,127.4515,2199.2489,-1964.186,1047.4969,31368.7353,1418.4706,0,0,Left,767,MOs5
260.9375,97.3058,125.766,125.0023,2205.8503,-1962.6462,823.4368,13774.6071,835.8929,0,0,Left,767,MOs5
268.9166,98.521,125.9448,125.6284,2201.3793,-1993.0256,1022.9151,21428.5636,1158.3091,0,0,Left,767,MOs5
258.9945,98.5081,125.6813,124.8341,2207.9684,-1992.7024,774.8614,12743.5897,744.6923,0,0,Left,1015,ACAd5
265.9092,98.4797,125.8472,125.6432,2203.8194,-1991.9917,947.7311,16367.9667,1398.4333,0,0,Left,767,MOs5
270.9355,98.563,126.0176,125.217,2199.5605,-1994.0758,1073.388,16150.9677,1151.4194,0,0,Left,767,MOs5
265.9092,98.4797,125.8472,127.0169,2203.8194,-1991.9917,947.7311,15771.4706,958.7059,0,0,Left,767,MOs5
184.5204,103.7225,124.7789,123.3939,2230.528,-2123.0618,-1086.9894,13327.4762,1190.6905,0,0,Right,1021,MOs6a
281.261,101.2161,126.3462,126.6233,2191.3453,-2060.4021,1331.5254,19289.0714,1503.7286,0,0,Left,767,MOs5
268.9676,100.8695,125.847,126.3126,2203.8238,-2051.7371,1024.1902,25315.3281,1025.9219,0,0,Left,1021,MOs6a
279.1869,101.1446,126.2522,125.1118,2193.6942,-2058.6145,1279.6713,16200.6818,1252.7955,0,0,Left,767,MOs5
280.2228,101.18,126.2988,126.7562,2192.5305,-2059.4993,1305.5688,12665.7826,1185.5652,0,0,Left,767,MOs5
276.0938,101.0445,126.1184,127.5713,2197.0406,-2056.1133,1202.3451,12842.4231,1021.5769,0,0,Left,1021,MOs6a
274.0759,102.1555,125.9836,125.1038,2200.4097,-2083.8884,1151.8974,33472.8667,1043.65,0,0,Left,1021,MOs6a
282.3404,102.4153,126.3403,125.9642,2191.4932,-2090.3824,1358.5111,23515.4154,1545.4769,0,0,Left,767,MOs5
268.9946,102.0442,125.7985,125.6886,2205.0363,-2081.1062,1024.8655,23680.2174,870.4783,0,0,Left,1021,MOs6a
271.0189,102.0822,125.8685,125.3693,2203.2874,-2082.0551,1075.4713,18969.759,815.8193,0,0,Left,1021,MOs6a
262.0027,102.0011,125.6028,125.4325,2209.9291,-2080.0267,850.0673,20092.234,571.5106,0,0,Left,919,ACAd6a
255.1597,102.1214,125.4901,125.5025,2212.7477,-2083.0341,678.9929,10181.8148,432.8519,0,0,Left,363,PL5
257.1216,103.2465,125.4701,126.9671,2213.2466,-2111.1637,728.0388,19101.1458,466.3333,0,0,Left,363,PL5
279.2599,103.4765,126.1463,126.5375,2196.3435,-2116.912,1281.4983,21971.3462,910.2885,0,0,Left,1021,MOs6a
266.0055,103.1838,125.658,126.8868,2208.5492,-2109.5939,950.1382,15361.7647,600.7059,0,0,Left,1021,MOs6a
266.0321,104.3611,125.6117,125.6347,2209.707,-2139.0271,950.8029,13533.9333,531.4667,0,0,Left,1021,MOs6a
283.6353,109.4319,126.0705,126.0449,2198.2365,-2265.7965,1390.8835,22743.4655,731.7759,0,0,Left,1021,MOs6a
280.7038,115.2047,125.6922,125.4786,2207.694,-2410.1176,1317.595,10448.5652,542.3913,0,0,Left,1021,MOs6a
287.113,117.6917,125.8748,125.2991,2203.1303,-2472.2913,1477.8249,15996.5676,602.6757,0,0,Left,1021,MOs6a
195.3235,93.9586,129.0061,129.6581,2124.8467,-1878.9661,-816.9116,9017.9231,1834.7308,0,0,Right,767,MOs5
252.1486,90.2942,129.217,130.6043,2119.5738,-1787.354,603.7139,8070.2727,1101.1818,0,0,Left,1015,ACAd5
192.3931,95.2078,128.8405,127.969,2128.9866,-1910.1957,-890.1724,11713.2609,2884.1304,0,0,Right,767,MOs5
190.4132,95.2949,128.7617,127.7797,2130.957,-1912.3731,-939.6707,7674.75,1923.1,0,0,Right,767,MOs5
253.1121,92.5668,129.1214,129.2683,2121.9649,-1844.1701,627.8029,11713.1875,1412.2188,0,0,Left,1015,ACAd5
260.8597,93.4596,129.1505,129.3169,2121.2367,-1866.4911,821.4936,14317.1111,1543.1667,0,0,Left,767,MOs5
259.883,93.4794,129.1343,129.3978,2121.6423,-1866.9848,797.0762,25219.1915,1332.1277,0,0,Left,767,MOs5
254.0861,94.8503,129.0293,129.8968,2124.2682,-1901.2576,652.1536,11286.3077,1027.8846,0,0,Left,1015,ACAd5
258.9199,94.6758,129.0733,129.6703,2123.1668,-1896.8962,772.9979,24408.04,1159.36,0,0,Left,1015,ACAd5
261.8663,95.7937,129.0753,128.1893,2123.1163,-1924.842,846.6587,19983.1091,1138.6727,0,0,Left,767,MOs5
276.9316,96.0309,129.5661,128.8309,2110.8466,-1930.7729,1223.2911,13342.9167,2292.8056,0,0,Left,767,MOs5
265.8204,95.7825,129.1689,130.0027,2120.7764,-1924.5628,945.5092,15352.7442,1237.5814,0,0,Left,767,MOs5
256.023,95.9387,128.9947,128.1698,2125.1329,-1928.4669,700.5746,15609.1087,1048.2174,0,0,Left,1015,ACAd5
191.497,99.7566,128.5876,130.0369,2135.3096,-2023.9151,-912.575,14420.4231,1229,0,0,Right,1021,MOs6a
198.3952,99.4793,128.8572,129.7681,2128.5688,-2016.9816,-740.1212,7603.5833,845.25,0,0,Right,1015,ACAd5
181.4821,101.359,128.0784,129.0873,2148.04,-2063.9744,-1162.9462,10255.4667,1537.6333,0,0,Right,1021,MOs6a
257.9731,97.0461,128.9675,127.9568,2125.8129,-1956.1525,749.3264,19231.0926,996.8148,0,0,Left,1015,ACAd5
265.8391,96.9578,129.1213,129.5338,2121.9665,-1953.9438,945.9777,34517.3438,1694.7812,0,0,Left,767,MOs5
274.942,98.3042,129.3794,127.9057,2115.5155,-1987.6061,1173.5512,15655.1111,2964.8667,0,0,Left,767,MOs5
270.8768,98.2009,129.2286,129.6221,2119.2857,-1985.0233,1071.9212,26599.6909,1461.5818,0,0,Left,767,MOs5
257.0171,98.2461,128.9103,128.0342,2127.2429,-1986.1526,725.4268,17009.0926,666.1481,0,0,Left,1015,ACAd5
260.9167,98.1555,128.9638,130.1049,2125.9052,-1983.8885,822.9172,12612.6522,764.6957,0,0,Left,1015,ACAd5
276.9908,98.3678,129.4623,130.0834,2113.4429,-1989.195,1224.7703,13785.3902,1478,0,0,Left,767,MOs5
261.9172,99.3174,128.9352,129.6054,2126.6191,-2012.9352,847.9309,13086.7931,761.6207,0,0,Left,1015,ACAd5
262.9033,99.3091,128.9551,128.9836,2126.1229,-2012.7284,872.5823,19273.5208,797.9583,0,0,Left,767,MOs5
264.8849,99.3046,129.0006,130.4619,2124.9858,-2012.6157,922.1221,18607.8333,1055.5,0,0,Left,1021,MOs6a
259.9545,99.3461,128.9013,127.8611,2127.4665,-2013.6525,798.863,21677.0938,725.5312,0,0,Left,1015,ACAd5
272.9314,99.4197,129.2509,129.8826,2118.7282,-2015.4926,1123.2855,16856.3333,1156.4222,0,0,Left,1021,MOs6a
275.9954,99.5042,129.3685,130.3405,2115.7866,-2017.6051,1199.8851,17210.0476,1897.7143,0,0,Left,767,MOs5
281.1898,100.8385,129.5331,128.4041,2111.6717,-2050.9614,1329.7447,14049.3684,1217.2895,0,0,Left,767,MOs5
269.918,100.5286,129.0962,129.447,2122.5957,-2043.2138,1047.9494,15289,1189.8857,0,0,Left,1021,MOs6a
276.0267,100.6731,129.3168,129.2624,2117.0805,-2046.8279,1200.6679,14620.6,1105.28,0,0,Left,767,MOs5
265.9263,101.6587,128.9313,127.7305,2126.7185,-2071.4663,948.1571,41725.6,972.2833,0,0,Left,1021,MOs6a
272.9895,101.7629,129.1501,129.5016,2121.2472,-2074.0719,1124.7368,19418.0755,1108,0,0,Left,1021,MOs6a
270.9569,101.7201,129.0801,127.6644,2122.9981,-2073.0034,1073.9215,13609.9583,878.7083,0,0,Left,1021,MOs6a
280.1881,101.9682,129.4346,129.7089,2114.1348,-2079.2062,1304.7015,27816.2373,1541.0678,0,0,Left,767,MOs5
277.1215,103.0398,129.2538,127.9729,2118.6537,-2105.9956,1228.038,15799.3333,992.3333,0,0,Left,1021,MOs6a
267.9557,102.8496,128.9381,127.6603,2126.5465,-2101.2402,998.893,16120.6739,850.1957,0,0,Left,1021,MOs6a
275.0654,102.9839,129.1744,129.7142,2120.6397,-2104.5974,1176.6351,15094.5686,1094.8235,0,0,Left,1021,MOs6a
278.1534,103.0699,129.2953,128.6353,2117.6173,-2106.7465,1253.8361,46883.8095,1179.6032,0,0,Left,1021,MOs6a
275.0985,104.1542,129.1235,129.4355,2121.9113,-2133.8542,1177.4633,17307.4231,999.6538,0,0,Left,1021,MOs6a
276.161,105.3501,129.1112,130.1601,2122.2198,-2163.7526,1204.0239,15138.6977,919.8605,0,0,Left,1021,MOs6a
178.6243,110.4507,127.44,127.0015,2163.9989,-2291.2676,-1234.3919,13832.4468,874.5319,0,0,Right,1021,MOs6a
275.2025,107.6676,128.9732,129.2691,2125.6698,-2221.6908,1180.062,11850.0645,660.6129,0,0,Left,1021,MOs6a
278.339,108.9111,129.0382,128.4145,2124.044,-2252.7777,1258.4753,13924.2564,656.4103,0,0,Left,1021,MOs6a
281.5859,112.4959,129.0124,130.1417,2124.6896,-2342.3967,1339.6482,17602.2449,565.9388,0,0,Left,1021,MOs6a
283.6834,112.5467,129.0994,129.8321,2122.5152,-2343.667,1392.086,11428.4688,614.3125,0,0,Left,1021,MOs6a
189.3199,83.7538,132.5712,132.3409,2035.7211,-1623.8451,-967.0028,8357.2857,2737.2857,0,0,Right,767,MOs5
260.8184,86.0826,132.6748,132.3022,2033.1298,-1682.0649,820.461,18148.5082,1973.7869,0,0,Left,767,MOs5
259.8498,88.4698,132.5768,131.8907,2035.5799,-1741.7454,796.2441,11708.0294,2465.4412,0,0,Left,767,MOs5
255.9939,90.9819,132.4638,133.1532,2038.4059,-1804.547,699.8486,10155.7826,1902.5652,0,0,Left,1015,ACAd5
188.4871,96.2435,131.9622,133.1224,2050.9447,-1936.0868,-987.823,11323.3,1284.2333,0,0,Right,767,MOs5
177.4099,96.821,131.4761,130.1072,2063.0966,-1950.5239,-1264.7516,14487.1277,2193.0638,0,0,Right,767,MOs5
265.7614,93.0849,132.4985,132.3716,2037.5378,-1857.1216,944.0357,12147.7188,1589.5938,0,0,Left,767,MOs5
271.7605,93.1599,132.6746,133.762,2033.1342,-1858.9982,1094.0128,17440.1296,2084.4259,0,0,Left,767,MOs5
262.8025,93.104,132.4371,133.6428,2039.0731,-1857.6011,870.0628,16593.4146,1909,0,0,Left,767,MOs5
258.909,94.3715,132.3407,131.0281,2041.4837,-1889.287,772.7238,31591.8393,1317.8929,0,0,Left,1015,ACAd5
264.7856,94.2634,132.43,133.2215,2039.2497,-1886.5856,919.6408,14752.7708,1588.5833,0,0,Left,767,MOs5
266.7692,94.2649,132.477,132.2601,2038.0743,-1886.6235,969.2307,10302.4348,1578.3913,0,0,Left,767,MOs5
256.0184,95.654,132.2769,133.7745,2043.0773,-1921.3505,700.4609,19423.7547,1465.6226,0,0,Left,1015,ACAd5
188.5468,99.6238,131.803,130.4887,2054.9254,-2020.5954,-986.331,9454.1739,889.3913,0,0,Right,1021,MOs6a
254.0975,95.7461,132.2737,132.5327,2043.1571,-1923.6517,652.4364,21385.2143,1497.5357,0,0,Left,1015,ACAd5
194.5039,99.3906,132.0591,132.261,2048.5227,-2014.7646,-837.4018,14587.6471,730.7059,0,0,Right,919,ACAd6a
270.793,95.4905,132.5459,133.032,2036.3528,-1917.2625,1069.8257,15222.9062,1410.5938,0,0,Left,767,MOs5
193.5411,100.5536,131.9681,133.1899,2050.7979,-2043.841,-861.4727,15758.4898,750.3265,0,0,Right,919,ACAd6a
269.8078,96.6484,132.4667,131.7062,2038.3326,-1946.2111,1045.1948,28564.2456,2734.2456,0,0,Left,767,MOs5
253.1496,96.9602,132.227,131.4725,2044.3252,-1954.0054,628.7405,14239.1304,980.4348,0,0,Left,1015,ACAd5
264.8172,96.6156,132.3375,132.9581,2041.5628,-1945.3893,920.4292,37636.1286,1221.3857,0,0,Left,767,MOs5
261.8757,97.8192,132.2373,131.7505,2044.0664,-1975.4792,846.8919,21219.6102,1077.2542,0,0,Left,767,MOs5
258.945,97.8868,132.2022,132.5242,2044.9456,-1977.1703,773.6238,14014.8621,794.0345,0,0,Left,1015,ACAd5
272.8891,99.0535,132.4659,131.9122,2038.3523,-2006.3376,1122.2279,17189.4615,1202.2051,0,0,Left,1021,MOs6a
269.8535,98.9975,132.3704,130.9438,2040.7395,-2004.9378,1046.3386,20137.2917,1082.4583,0,0,Left,1021,MOs6a
273.9067,99.0772,132.5007,132.3537,2037.4836,-2006.9292,1147.6676,17318.697,1270.3939,0,0,Left,1021,MOs6a
268.8476,98.9845,132.3417,131.9491,2041.457,-2004.613,1021.1891,36382.4353,1070.2471,0,0,Left,1021,MOs6a
269.8535,98.9975,132.3704,132.2619,2040.7395,-2004.9378,1046.3386,20850.4333,1076.4333,0,0,Left,1021,MOs6a
255.1056,100.3655,132.0881,131.1198,2047.7981,-2039.1384,677.6392,14432.5745,785.6596,0,0,Left,1015,ACAd5
280.1029,100.4235,132.6828,133.2112,2032.929,-2040.588,1302.5715,15348.6154,1099.3269,0,0,Left,767,MOs5
272.945,101.3976,132.3666,133.0134,2040.8341,-2064.9412,1123.624,14124.3571,987.6905,0,0,Left,1021,MOs6a
266.8901,101.318,132.1949,132.925,2045.1279,-2062.9498,972.253,16659.0208,878.9792,0,0,Left,1021,MOs6a
276.0435,102.6394,132.4213,133.7086,2039.4669,-2095.9845,1201.0874,29600.1207,977.1034,0,0,Left,1021,MOs6a
278.103,102.6944,132.4973,132.7669,2037.5687,-2097.361,1252.5754,14409.2,1240.65,0,0,Left,1021,MOs6a
272.9745,102.5695,132.317,132.749,2042.0756,-2094.2366,1124.3614,20563.551,986.7959,0,0,Left,1021,MOs6a
257.0898,103.8026,131.9595,130.791,2051.0128,-2125.0657,727.2454,17490.5769,615.6731,0,0,Left,363,PL5
252.2804,103.9923,131.9498,132.7736,2051.2542,-2129.807,607.0098,11308.6897,540.7931,0,0,Left,363,PL5
269.959,103.6928,132.1771,131.5965,2045.5729,-2122.3192,1048.9742,12260.1351,739.8378,0,0,Left,1021,MOs6a
276.1104,104.9781,132.3197,133.4615,2042.0078,-2154.4514,1202.7592,14855.2286,688.2286,0,0,Left,1021,MOs6a
280.2462,105.0854,132.473,132.8642,2038.1762,-2157.1361,1306.1554,10548.9545,786.0455,0,0,Left,1021,MOs6a
278.2094,106.197,132.3426,133.6293,2041.4351,-2184.925,1255.2357,17717.1111,881.1111,0,0,Left,1021,MOs6a
278.2094,106.197,132.3426,131.4327,2041.4351,-2184.925,1255.2357,18725.2051,744.359,0,0,Left,1021,MOs6a
278.2463,107.365,132.2916,133.0555,2042.7103,-2214.126,1256.1584,14315.7083,696.9583,0,0,Left,1021,MOs6a
249.5096,108.7888,131.7831,130.756,2055.4232,-2249.7208,537.7412,14002.1538,423.3846,0,0,Left,363,PL5
280.4009,109.7507,132.2668,130.8934,2043.3288,-2273.7684,1310.0214,11132.7931,694.2414,0,0,Left,1021,MOs6a
254.1666,81.5019,136.1323,135.7681,1946.6934,-1567.5468,654.1661,13691.4872,1128.2308,0,0,Left,767,MOs5
253.2055,82.7538,136.1008,136.9606,1947.4801,-1598.8451,630.1383,12793.5429,1208.8857,0,0,Left,767,MOs5
198.27,87.7325,136.0516,136.6898,1948.7109,-1723.3117,-743.25,18118.7313,4750.806,0,0,Right,767,MOs5
191.4122,89.0611,135.727,134.5578,1956.8256,-1756.5272,-914.6942,9127.3333,2584,0,0,Right,767,MOs5
195.4025,92.3396,135.7487,136.5351,1956.2823,-1838.4901,-814.938,10162.6364,1598.9545,0,0,Right,767,MOs5
179.4623,94.1577,135.0224,133.6126,1974.4398,-1883.9433,-1213.4429,14706.1463,1911.6829,0,0,Right,767,MOs5
252.2011,89.8077,135.833,135.2829,1954.1742,-1775.1917,605.0263,9571.16,1145.96,0,0,Left,1015,ACAd5
256.0114,89.5396,135.8026,136.3038,1954.9353,-1768.4891,700.2861,13217.8788,1166.8485,0,0,Left,1015,ACAd5
261.8062,90.4479,135.7725,135.5518,1955.6874,-1791.1966,845.1539,13077.1,1256.55,0,0,Left,767,MOs5
202.302,95.5398,135.8678,135.5694,1953.3062,-1918.4938,-642.4508,11088.3611,1084.1389,0,0,Right,1015,ACAd5
256.9756,92.9928,135.6644,136.3957,1958.389,-1854.8193,724.3891,19346.3704,1501.2222,0,0,Left,1015,ACAd5
257.9387,92.9455,135.6645,135.2604,1958.3876,-1853.6376,748.4677,13317.2857,1104.1071,0,0,Left,1015,ACAd5
260.8451,92.831,135.6769,136.4682,1958.0775,-1850.7748,821.1277,18055.1739,958.587,0,0,Left,767,MOs5
264.7637,92.7503,135.7256,135.1936,1956.8601,-1848.7587,919.0937,18816.3902,1024.1463,0,0,Left,767,MOs5
252.2,94.4453,135.6423,135.6805,1958.9423,-1891.1319,605.001,12166.5926,674.3704,0,0,Left,1015,ACAd5
198.4481,97.9029,135.6304,135.5665,1959.2393,-1977.5735,-738.7963,15258.434,848.1698,0,0,Right,1015,ACAd5
261.8294,93.9788,135.6413,134.5348,1958.9681,-1879.4701,845.7341,13105.1786,874.0714,0,0,Left,767,MOs5
263.7904,93.9403,135.6658,134.2612,1958.3558,-1878.507,894.76,14718.9231,734.6538,0,0,Left,767,MOs5
265.7789,95.0997,135.6547,135.4881,1958.6317,-1907.4936,944.4737,29608.3194,1052.2222,0,0,Left,1021,MOs6a
260.864,95.1801,135.5879,136.1624,1960.3032,-1909.5035,821.5989,15717.9808,672.3654,0,0,Left,1015,ACAd5
265.7789,95.0997,135.6547,136.312,1958.6317,-1907.4936,944.4737,17120.7083,954,0,0,Left,1021,MOs6a
255.0754,96.5947,135.5308,136.3647,1961.7299,-1944.8673,676.884,11434.0952,752.4286,0,0,Left,1015,ACAd5
273.8547,97.5376,135.7699,135.1342,1955.752,-1968.4396,1146.3681,19657.0635,949.2222,0,0,Left,1021,MOs6a
270.8161,97.4818,135.6801,136.5242,1957.9973,-1967.0439,1070.403,10983.6829,820.0976,0,0,Left,1021,MOs6a
276.9477,98.7859,135.823,137.2218,1954.425,-1999.6475,1223.6926,10321.2917,968.0833,0,0,Left,1021,MOs6a
274.9573,101.0765,135.6555,137.1451,1958.6124,-2056.9113,1173.9318,16202.8542,895.75,0,0,Left,1021,MOs6a
268.8736,100.9841,135.4879,134.7052,1962.8017,-2054.6022,1021.8411,12856.2353,778.5588,0,0,Left,1021,MOs6a
278.1038,103.4881,135.6569,135.4924,1958.5781,-2117.2026,1252.5953,15958.35,1263.8,0,0,Left,1021,MOs6a
277.1064,104.6314,135.5716,134.4623,1960.709,-2145.7842,1227.6604,12733.4483,650.0345,0,0,Left,1021,MOs6a
281.482,111.7274,135.4103,134.6137,1964.7435,-2323.1858,1337.0491,11046.871,616.5161,0,0,Left,1021,MOs6a
192.41,85.3358,139.2359,139.7041,1869.1035,-1663.3957,-889.7503,11655.6552,2921.8966,0,0,Right,767,MOs5
253.2398,83.6776,139.3686,139.5853,1865.7845,-1621.9389,630.9941,18184.2632,1177.0877,0,0,Left,767,MOs5
259.8933,84.3173,139.242,139.4099,1868.951,-1637.9324,797.3327,18942.3478,1952.1087,0,0,Left,767,MOs5
251.326,86.1885,139.3178,138.5687,1867.0543,-1684.7123,583.1491,12300.9722,2191.1389,0,0,Left,1015,ACAd5
251.3136,87.3463,139.2712,140.5321,1868.2197,-1713.6564,582.8409,13010.8974,1635.3846,0,0,Left,1015,ACAd5
257.0044,86.8622,139.1819,139.8532,1870.4519,-1701.5541,725.1088,14353.8367,1912.8163,0,0,Left,767,MOs5
204.2363,91.918,139.4561,140.2871,1863.5979,-1827.9495,-594.093,13239.0732,1609.7561,0,0,Right,1015,ACAd5
204.2541,93.0429,139.41,138.6369,1864.749,-1856.0735,-593.6469,9476.65,1443.25,0,0,Right,1015,ACAd5
263.7843,92.4401,138.9755,138.0026,1875.6132,-1841.0037,894.608,24215.7143,1269.2321,0,0,Left,767,MOs5
195.5169,96.623,138.9311,138.7655,1876.7228,-1945.5757,-812.0787,8997.8182,1046.4545,0,0,Right,919,ACAd6a
264.7673,92.422,138.9862,139.9753,1875.3444,-1840.5502,919.1821,22346.9649,1434.0175,0,0,Left,767,MOs5
257.9554,92.6644,138.9621,139.2678,1875.9488,-1846.6103,748.8854,24472.1529,980.3529,0,0,Left,1015,ACAd5
252.2287,94.2088,138.9737,139.3876,1875.6563,-1885.2194,605.7168,15767.8636,2350.25,0,0,Left,1015,ACAd5
270.7676,94.7753,139.0106,138.4207,1874.7344,-1899.3825,1069.1903,22484.8235,1007.1912,0,0,Left,767,MOs5
256.0443,95.1107,138.8854,137.5816,1877.8641,-1907.7667,701.1073,11223.5909,686.6818,0,0,Left,1015,ACAd5
277.8813,94.9242,139.2169,140.531,1869.5764,-1903.1059,1247.0315,9558.7917,1235.8333,0,0,Left,767,MOs5
263.8056,94.7968,138.8907,138.1899,1877.733,-1899.9197,895.1397,15658.6216,944,0,0,Left,1021,MOs6a
267.7645,94.7588,138.947,138.1345,1876.3249,-1898.9707,994.1135,11718.8846,915.3462,0,0,Left,1021,MOs6a
200.4833,99.8845,138.9965,138.4084,1875.0878,-2027.1137,-687.9176,9138.8571,703.619,0,0,Right,1015,ACAd5
271.8168,97.1423,138.9454,138.5612,1876.3652,-1958.558,1095.4193,11534.8571,863.6667,0,0,Left,1021,MOs6a
274.8619,97.196,139.0276,140.0989,1874.3112,-1959.8999,1171.5468,14543.9512,923.8537,0,0,Left,1021,MOs6a
254.1653,99.8761,138.7195,139.6407,1882.013,-2026.9023,654.1329,11907.3462,692.0769,0,0,Left,1015,ACAd5
278.0206,100.782,138.9767,138.6429,1875.5826,-2049.5505,1250.5142,17845.566,851.5283,0,0,Left,1021,MOs6a
196.425,87.2754,142.6727,141.9684,1783.1835,-1711.8848,-789.3744,14242.3617,2104.617,0,0,Right,767,MOs5
194.4559,87.3023,142.5825,141.1796,1785.4382,-1712.5577,-838.6026,9903.8095,1565.8095,0,0,Right,767,MOs5
200.3709,89.5062,142.7675,143.2768,1780.8133,-1767.6552,-690.7263,12683.2609,2842,0,0,Right,1015,ACAd5
196.4628,90.69,142.5546,141.2777,1786.1344,-1797.2501,-788.4302,16084.7308,1636.8846,0,0,Right,767,MOs5
256.0768,87.846,142.4623,142.7897,1788.4432,-1726.1499,701.9202,14471.6486,1393.8919,0,0,Left,1015,ACAd5
267.7127,87.3146,142.4397,141.4757,1789.0083,-1712.8639,992.8174,17214.0513,1706,0,0,Left,767,MOs5
183.5559,92.1974,141.9255,140.5144,1801.8625,-1834.936,-1111.1014,9755.4091,1463.9545,0,0,Right,767,MOs5
250.4083,88.3846,142.5904,143.2149,1785.2389,-1739.614,560.2078,30493.2727,1104.2468,0,0,Left,1015,ACAd5
258.9394,88.81,142.3828,141.7161,1790.4303,-1750.2496,773.4853,29552.8696,1391.2899,0,0,Left,767,MOs5
